,index,Gender,EthnicGroup,ParentEducation,LunchType,No: of Siblings,TransportMeans,WeeklyStudyHours,MathScore,ReadingScore,WritingScore
18448,25280,0,group C,associate's degree,free/reduced,2,school_bus,< 5,56,54,53
18449,25281,0,group D,some high school,standard,5,private,5 - 10,57,54,48
18450,25285,0,group D,some high school,standard,1,private,< 5,77,92,88
18451,25287,0,group C,bachelor's degree,standard,4,school_bus,> 10,73,79,83
18452,25288,0,group E,associate's degree,free/reduced,3,school_bus,< 5,78,75,69
18453,25289,0,group D,some high school,standard,1,private,5 - 10,78,79,80
18454,25290,0,group C,master's degree,free/reduced,3,private,5 - 10,66,69,62
18455,25294,0,group B,high school,free/reduced,4,school_bus,> 10,42,52,48
18456,25296,0,group C,high school,standard,1,private,> 10,75,76,77
18457,25299,0,group C,associate's degree,standard,3,school_bus,5 - 10,54,69,67
18458,25301,0,group B,high school,standard,4,private,5 - 10,93,97,100
18459,25302,0,group B,some college,standard,1,school_bus,> 10,82,69,68
18460,25303,0,group C,master's degree,free/reduced,4,school_bus,> 10,50,44,46
18461,25305,0,group A,some college,free/reduced,2,school_bus,> 10,83,86,81
18462,25306,0,group B,some college,standard,1,private,< 5,84,74,78
18463,25307,0,group D,associate's degree,free/reduced,1,private,5 - 10,64,73,72
18464,25308,0,group B,some high school,standard,1,private,> 10,62,56,62
18465,25311,0,group D,high school,free/reduced,1,school_bus,5 - 10,75,82,82
18466,25312,0,group D,associate's degree,free/reduced,3,private,> 10,46,51,51
18467,25314,0,group B,some college,standard,2,school_bus,5 - 10,54,62,64
18468,25315,0,group D,master's degree,standard,0,school_bus,< 5,67,58,66
18469,25316,0,group C,some college,free/reduced,3,school_bus,< 5,50,53,58
18470,25317,0,group B,associate's degree,free/reduced,5,school_bus,5 - 10,67,81,75
18471,25318,0,group D,some college,free/reduced,3,private,> 10,40,40,41
18472,25321,0,group C,high school,free/reduced,1,private,< 5,69,61,57
18473,25323,0,group D,associate's degree,standard,2,private,5 - 10,72,74,84
18474,25325,0,group D,some high school,standard,1,school_bus,5 - 10,70,73,67
18475,25326,0,group A,some high school,free/reduced,3,private,> 10,44,58,58
18476,25327,0,group E,high school,standard,2,school_bus,< 5,71,59,62
18477,25329,0,group B,some college,free/reduced,3,private,5 - 10,54,55,50
18478,25332,0,group C,high school,standard,1,school_bus,5 - 10,36,52,46
18479,25333,0,group B,some college,standard,1,private,5 - 10,57,72,76
18480,25334,0,group C,high school,standard,3,school_bus,5 - 10,92,90,87
18481,25336,0,group B,associate's degree,free/reduced,2,private,> 10,59,65,67
18482,25337,0,group A,some high school,standard,0,school_bus,< 5,69,61,57
18483,25339,0,group C,some college,free/reduced,4,private,> 10,66,67,72
18484,25341,0,group C,some high school,standard,5,school_bus,< 5,53,56,50
18485,25342,0,group A,some college,standard,4,private,5 - 10,48,44,45
18486,25343,0,group E,some college,standard,2,private,5 - 10,67,51,55
18487,25344,0,group B,some high school,free/reduced,1,school_bus,5 - 10,51,41,42
18488,25345,0,group B,associate's degree,standard,0,private,5 - 10,65,64,70
18489,25346,0,group E,some college,standard,3,school_bus,> 10,86,73,69
18490,25347,0,group D,some high school,standard,1,school_bus,> 10,51,58,58
18491,25348,0,group C,bachelor's degree,standard,1,private,5 - 10,56,62,57
18492,25350,0,group D,some college,standard,1,school_bus,5 - 10,66,61,67
18493,25351,0,group C,some college,free/reduced,3,school_bus,< 5,71,68,72
18494,25352,0,group D,some high school,standard,4,school_bus,> 10,53,64,64
18495,25353,0,group C,some high school,standard,2,school_bus,> 10,76,80,79
18496,25354,0,group D,some college,free/reduced,3,school_bus,< 5,55,62,57
18497,25355,0,group E,some college,standard,2,private,5 - 10,63,77,77
18498,25356,0,group B,associate's degree,standard,1,private,< 5,64,70,63
18499,25358,0,group C,some high school,standard,0,school_bus,5 - 10,69,56,56
18500,25359,0,group E,associate's degree,standard,2,school_bus,5 - 10,63,63,60
18501,25360,0,group E,master's degree,free/reduced,3,school_bus,< 5,67,60,63
18502,25361,0,group C,some high school,free/reduced,1,school_bus,< 5,45,42,43
18503,25362,0,group B,some college,standard,3,private,5 - 10,65,74,80
18504,25363,0,group D,high school,standard,1,school_bus,5 - 10,88,90,92
18505,25364,0,group C,high school,standard,1,school_bus,5 - 10,54,50,41
18506,25365,0,group D,some high school,free/reduced,4,private,5 - 10,64,69,64
18507,25366,0,group B,associate's degree,free/reduced,2,school_bus,< 5,48,66,69
18508,25367,0,group D,some college,standard,2,private,5 - 10,73,81,84
18509,25369,0,group A,some high school,free/reduced,3,private,< 5,56,63,57
18510,25371,0,group A,some college,standard,5,private,> 10,69,72,66
18511,25373,0,group D,bachelor's degree,standard,3,private,5 - 10,77,66,66
18512,25375,0,group B,associate's degree,standard,0,school_bus,5 - 10,78,86,84
18513,25376,0,group B,master's degree,free/reduced,2,school_bus,5 - 10,59,78,77
18514,25377,0,group E,master's degree,free/reduced,2,private,5 - 10,96,87,89
18515,25378,0,group E,bachelor's degree,standard,2,private,5 - 10,88,88,89
18516,25379,0,group C,some high school,standard,4,private,> 10,77,71,72
18517,25381,0,group C,some college,standard,2,school_bus,< 5,58,69,71
18518,25383,0,group D,some high school,free/reduced,4,private,5 - 10,56,60,58
18519,25384,0,group A,high school,standard,3,private,5 - 10,38,52,49
18520,25385,0,group C,some high school,standard,3,private,< 5,42,42,44
18521,25386,0,group D,high school,standard,5,private,5 - 10,86,95,95
18522,25390,0,group B,some high school,free/reduced,3,school_bus,5 - 10,41,50,43
18523,25391,0,group C,master's degree,free/reduced,0,private,5 - 10,60,64,68
18524,25392,0,group C,high school,standard,4,private,< 5,67,84,87
18525,25393,0,group E,master's degree,free/reduced,5,private,5 - 10,88,84,93
18526,25396,0,group B,some college,standard,3,private,< 5,57,61,64
18527,25397,0,group C,some high school,free/reduced,3,school_bus,5 - 10,71,75,73
18528,25398,0,group D,associate's degree,standard,1,school_bus,5 - 10,77,87,84
18529,25399,0,group C,some high school,free/reduced,1,school_bus,5 - 10,47,46,42
18530,25400,0,group C,high school,standard,0,school_bus,< 5,59,64,61
18531,25401,0,group B,associate's degree,standard,3,school_bus,5 - 10,83,81,84
18532,25402,0,group B,some high school,standard,2,school_bus,> 10,77,63,59
18533,25403,0,group E,high school,free/reduced,1,private,5 - 10,75,68,58
18534,25404,0,group C,some high school,standard,1,school_bus,5 - 10,53,69,61
18535,25405,0,group C,some high school,standard,4,school_bus,< 5,76,79,82
18536,25406,0,group B,associate's degree,standard,2,school_bus,< 5,66,62,63
18537,25407,0,group D,some college,standard,2,school_bus,< 5,53,66,65
18538,25408,0,group A,associate's degree,standard,1,school_bus,5 - 10,72,84,83
18539,25410,0,group B,some high school,standard,2,school_bus,5 - 10,69,63,55
18540,25411,0,group E,some high school,standard,2,school_bus,5 - 10,69,69,61
18541,25413,0,group C,high school,standard,6,private,> 10,46,57,56
18542,25414,0,group B,some college,standard,4,school_bus,< 5,75,71,72
18543,25415,0,group E,bachelor's degree,standard,7,private,< 5,85,81,78
18544,25416,0,group D,associate's degree,standard,1,school_bus,> 10,71,69,70
18545,25417,0,group C,some high school,standard,1,private,< 5,74,75,65
18546,25418,0,group D,some college,standard,4,private,< 5,71,72,69
18547,25421,0,group C,high school,free/reduced,4,private,< 5,52,72,68
18548,25422,0,group E,some college,free/reduced,4,school_bus,5 - 10,77,73,81
18549,25424,0,group B,bachelor's degree,standard,2,school_bus,< 5,55,74,70
18550,25425,0,group E,some high school,free/reduced,2,school_bus,5 - 10,41,59,53
18551,25427,0,group C,associate's degree,free/reduced,3,private,> 10,70,80,78
18552,25428,0,group C,some high school,free/reduced,0,private,< 5,49,61,58
18553,25430,0,group D,some college,free/reduced,1,private,< 5,55,63,68
18554,25432,0,group D,some college,standard,1,school_bus,> 10,90,83,83
18555,25433,0,group D,master's degree,standard,2,school_bus,< 5,68,66,76
18556,25435,0,group D,some high school,standard,0,private,5 - 10,62,61,71
18557,25436,0,group D,bachelor's degree,free/reduced,1,school_bus,< 5,51,60,61
18558,25437,0,group E,associate's degree,free/reduced,1,school_bus,> 10,88,83,88
18559,25438,0,group D,bachelor's degree,standard,2,private,5 - 10,76,91,92
18560,25439,0,group E,some college,standard,1,school_bus,5 - 10,71,65,73
18561,25440,0,group D,some college,free/reduced,0,school_bus,5 - 10,82,76,79
18562,25441,0,group A,associate's degree,free/reduced,5,private,> 10,29,29,27
18563,25443,0,group C,master's degree,free/reduced,5,school_bus,5 - 10,65,57,58
18564,25444,0,group E,some college,free/reduced,2,private,< 5,59,56,49
18565,25445,0,group C,some high school,free/reduced,1,school_bus,> 10,82,71,68
18566,25448,0,group E,high school,standard,0,school_bus,5 - 10,62,62,62
18567,25449,0,group C,bachelor's degree,standard,4,school_bus,5 - 10,73,82,86
18568,25450,0,group D,associate's degree,standard,2,private,5 - 10,70,66,70
18569,25452,0,group B,some high school,free/reduced,4,school_bus,> 10,60,72,64
18570,25453,0,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,35,31,31
18571,25454,0,group D,associate's degree,free/reduced,3,school_bus,5 - 10,73,57,63
18572,25455,0,group B,some college,standard,3,school_bus,> 10,84,85,94
18573,25456,0,group E,some high school,standard,1,school_bus,5 - 10,76,74,67
18574,25457,0,group E,some college,standard,4,private,5 - 10,71,64,62
18575,25459,0,group C,bachelor's degree,standard,3,school_bus,< 5,41,44,47
18576,25461,0,group E,some high school,standard,1,school_bus,< 5,69,63,52
18577,25463,0,group D,some high school,standard,1,private,> 10,85,90,88
18578,25466,0,group B,high school,standard,4,school_bus,5 - 10,64,82,84
18579,25467,0,group E,high school,free/reduced,0,private,< 5,64,67,66
18580,25468,0,group C,master's degree,free/reduced,2,private,< 5,47,49,54
18581,25470,0,group E,some college,standard,2,school_bus,< 5,79,75,65
18582,25471,0,group E,some high school,standard,3,private,< 5,69,68,66
18583,25472,0,group B,master's degree,free/reduced,2,school_bus,5 - 10,65,79,67
18584,25473,0,group D,some high school,free/reduced,7,private,5 - 10,56,68,70
18585,25475,0,group D,associate's degree,standard,1,private,5 - 10,66,60,59
18586,25476,0,group E,some high school,standard,3,school_bus,> 10,99,81,80
18587,25477,0,group C,some college,standard,1,school_bus,> 10,86,81,73
18588,25478,0,group C,some college,standard,4,private,> 10,86,87,92
18589,25479,0,group A,bachelor's degree,standard,1,private,> 10,70,73,67
18590,25480,0,group B,associate's degree,standard,1,school_bus,< 5,55,76,71
18591,25481,0,group D,some high school,standard,2,school_bus,< 5,73,68,76
18592,25482,0,group A,high school,standard,0,private,5 - 10,58,62,59
18593,25485,0,group C,some high school,standard,3,private,5 - 10,76,87,92
18594,25486,0,group C,some college,standard,2,school_bus,> 10,64,64,70
18595,25487,0,group C,master's degree,standard,3,private,5 - 10,45,58,60
18596,25490,0,group E,master's degree,standard,1,private,5 - 10,83,87,96
18597,25491,0,group B,bachelor's degree,free/reduced,1,private,5 - 10,75,69,70
18598,25492,0,group E,some high school,standard,0,school_bus,> 10,65,70,67
18599,25493,0,group C,associate's degree,free/reduced,2,private,5 - 10,87,89,85
18600,25495,0,group C,some high school,standard,1,private,> 10,50,54,57
18601,25498,0,group C,some high school,standard,1,school_bus,< 5,80,76,69
18602,25499,0,group B,some college,standard,2,school_bus,5 - 10,45,40,39
18603,25500,0,group D,associate's degree,standard,7,school_bus,> 10,51,55,63
18604,25501,0,group D,master's degree,standard,5,private,5 - 10,82,84,82
18605,25502,0,group C,high school,free/reduced,1,school_bus,> 10,63,57,61
18606,25504,0,group C,high school,free/reduced,4,school_bus,< 5,40,48,42
18607,25505,0,group B,associate's degree,free/reduced,1,private,5 - 10,63,54,51
18608,25506,0,group C,high school,standard,4,private,> 10,96,92,90
18609,25507,0,group B,some college,free/reduced,1,school_bus,5 - 10,22,40,35
18610,25508,0,group C,high school,standard,5,school_bus,5 - 10,88,94,96
18611,25509,0,group C,some high school,standard,1,school_bus,5 - 10,89,83,73
18612,25515,0,group D,associate's degree,standard,5,school_bus,< 5,89,86,86
18613,25516,0,group D,associate's degree,free/reduced,3,private,5 - 10,72,70,75
18614,25517,0,group C,some high school,free/reduced,4,private,5 - 10,46,74,68
18615,25518,0,group D,some high school,free/reduced,3,private,5 - 10,63,64,55
18616,25520,0,group D,some college,standard,1,school_bus,< 5,71,63,57
18617,25521,0,group B,associate's degree,standard,3,private,> 10,58,54,61
18618,25522,0,group B,high school,standard,1,school_bus,< 5,49,55,51
18619,25523,0,group C,master's degree,free/reduced,3,private,5 - 10,69,90,86
18620,25525,0,group B,some college,free/reduced,1,private,> 10,67,73,74
18621,25526,0,group B,some high school,standard,0,school_bus,5 - 10,58,53,44
18622,25527,0,group E,high school,standard,5,school_bus,5 - 10,64,48,50
18623,25529,0,group C,some college,standard,2,school_bus,> 10,58,66,66
18624,25532,0,group C,bachelor's degree,free/reduced,1,private,< 5,61,73,71
18625,25533,0,group C,high school,standard,3,school_bus,< 5,68,72,71
18626,25534,0,group E,high school,standard,0,private,< 5,75,79,74
18627,25535,0,group A,bachelor's degree,standard,0,private,> 10,52,63,58
18628,25536,0,group C,some high school,standard,0,school_bus,< 5,73,70,65
18629,25537,0,group B,high school,free/reduced,3,school_bus,< 5,66,68,66
18630,25539,0,group C,some high school,standard,1,private,5 - 10,68,65,62
18631,25542,0,group E,bachelor's degree,free/reduced,3,private,5 - 10,64,66,67
18632,25543,0,group B,master's degree,standard,7,school_bus,5 - 10,69,68,68
18633,25544,0,group C,associate's degree,standard,5,private,5 - 10,70,79,75
18634,25546,0,group D,some high school,standard,3,school_bus,5 - 10,48,61,57
18635,25549,0,group E,associate's degree,standard,3,school_bus,> 10,100,78,75
18636,25550,0,group B,some college,standard,4,private,5 - 10,71,78,71
18637,25551,0,group E,associate's degree,free/reduced,2,school_bus,> 10,66,74,66
18638,25552,0,group E,some high school,standard,5,private,5 - 10,61,60,61
18639,25553,0,group C,high school,free/reduced,4,private,< 5,31,30,31
18640,25554,0,group C,some college,free/reduced,1,school_bus,5 - 10,39,57,53
18641,25556,0,group D,high school,standard,5,school_bus,< 5,83,78,71
18642,25557,0,group D,associate's degree,standard,3,private,< 5,68,84,87
18643,25558,0,group E,high school,free/reduced,2,school_bus,> 10,71,63,55
18644,25559,0,group A,master's degree,standard,1,school_bus,< 5,80,77,75
18645,25562,0,group C,some college,standard,3,school_bus,5 - 10,83,88,84
18646,25564,0,group D,some college,free/reduced,2,private,5 - 10,51,53,51
18647,25567,0,group C,some college,free/reduced,1,school_bus,> 10,57,57,48
18648,25568,0,group C,high school,free/reduced,3,school_bus,> 10,48,52,53
18649,25569,0,group E,high school,standard,0,private,5 - 10,88,83,80
18650,25570,0,group D,some high school,free/reduced,2,school_bus,5 - 10,45,60,53
18651,25571,0,group C,some high school,standard,4,private,< 5,61,60,51
18652,25573,0,group B,master's degree,free/reduced,1,school_bus,> 10,67,57,61
18653,25574,0,group B,associate's degree,free/reduced,1,private,5 - 10,54,49,45
18654,25575,0,group E,associate's degree,standard,4,school_bus,> 10,92,99,94
18655,25577,0,group D,some college,standard,0,private,5 - 10,76,78,77
18656,25579,0,group D,some high school,standard,0,school_bus,5 - 10,65,64,69
18657,25580,0,group E,some high school,free/reduced,2,private,> 10,69,73,76
18658,25581,0,group C,some high school,free/reduced,2,school_bus,< 5,79,86,80
18659,25582,0,group B,high school,free/reduced,7,private,< 5,48,66,67
18660,25583,0,group D,some college,standard,4,school_bus,5 - 10,71,75,73
18661,25584,0,group A,some college,standard,1,school_bus,5 - 10,45,59,60
18662,25585,0,group B,associate's degree,standard,2,school_bus,5 - 10,76,72,77
